LINE,CNV_MYC_1,CNV_MYC_2,CNV_MYC_3,CNV_MYC_4,CNV_MYC_5,MYC_1,MYC_2,MYC_3,MYC_4,MYC_5,MIR17_1,MIR17_2,MIR17_3,MIR17_4,MIR17_5,MIR19A_1,MIR19A_2,MIR19A_3,MIR19A_4,MIR19A_5,MIR20A_1,MIR20A_2,MIR20A_3,MIR20A_4,MIR20A_5
665-1,1,2,3,4,5,6.16854,12.3369,18.5051,24.6732,30.8411,276.221,494.358,712.489,930.615,1148.73,16.071,28.7626,41.4539,54.1449,66.8355,93.413,167.183,240.951,314.717,388.482
666-1,1,2,3,4,5,34.6562,69.3121,103.968,138.623,173.278,233.626,446.974,660.319,873.663,1087.01,3.39932,6.50358,9.60782,12.712,15.8162,80.0391,153.131,226.222,299.312,372.402
667-1,1,2,3,4,5,7.06751,12.2701,16.5885,20.3619,23.7558,566.907,943.404,1255.91,1528.98,1774.59,16.6086,27.6387,36.7943,44.7943,51.99,139.512,232.165,309.072,376.272,436.715
668-1,1,2,3,4,5,15.897,31.7929,47.6876,63.5811,79.4735,303.452,585.393,867.313,1149.21,1431.09,21.9277,42.3011,62.6729,83.0432,103.412,231.126,445.868,660.594,875.305,1090
669-1,1,2,3,4,5,16.5075,33.0081,49.5017,65.9885,82.4684,670.36,1303.18,1935.74,2568.04,3200.07,28.6981,55.7893,82.8691,109.938,136.995,229.586,446.316,662.956,879.504,1095.96
670-1,1,2,3,4,5,42.2407,84.4665,126.677,168.873,211.054,308.639,603.303,897.862,1192.32,1486.67,28.0968,54.9215,81.7367,108.542,135.339,155.385,303.733,452.03,600.274,748.466
671-1,1,2,3,4,5,4.96441,9.92877,14.8931,19.8574,24.8216,250.33,465.054,679.777,894.497,1109.22,4.62622,8.59445,12.5626,16.5308,20.4989,76.0756,141.331,206.585,271.839,337.092
672-1,1,2,3,4,5,128.385,256.742,385.071,513.371,641.644,1474.48,2907.38,4339.97,5772.24,7204.19,113.291,223.387,333.459,443.507,553.531,714.247,1408.35,2102.3,2796.1,3489.74
673-1,1,2,3,4,5,8.56711,15.9909,22.6347,28.7024,34.3221,303.609,528.269,729.325,912.948,1083.01,5.40652,9.40717,12.9875,16.2574,19.2858,51.3621,89.3684,123.381,154.445,183.216
674-1,1,2,3,4,5,20.8017,41.5636,62.286,82.9691,103.613,206.109,399.207,591.937,784.301,976.302,9.58645,18.5677,27.5318,36.479,45.4092,28.7594,55.7031,82.5955,109.437,136.228
675-1,1,2,3,4,5,17.7267,35.4522,53.1766,70.8999,88.6221,352.854,685.854,1018.83,1351.79,1684.73,14.5058,28.1954,41.8842,55.5721,69.2591,155.575,302.397,449.209,596.012,742.806
676-1,1,2,3,4,5,78.492,156.97,235.433,313.882,392.316,752.542,1485.4,2218.13,2950.72,3683.17,93.3941,184.345,275.28,366.198,457.099,259.028,511.281,763.488,1015.65,1267.76
677-1,1,2,3,4,5,9.64761,19.2724,28.8744,38.4539,48.0109,952.658,1875.67,2796.49,3715.16,4631.68,71.9635,141.687,211.246,280.642,349.875,397.512,782.652,1166.88,1550.21,1932.64
678-1,1,2,3,4,5,12.8374,25.6549,38.4525,51.2304,63.9886,145.971,281.576,416.97,552.155,687.133,7.45553,14.3816,21.2969,28.2015,35.0955,50.6191,97.6432,144.594,191.473,238.28
679-1,1,2,3,4,5,13.1739,26.309,39.4056,52.4641,65.4847,84.4222,160.805,236.964,312.901,388.619,9.6829,18.4437,27.1789,35.8886,44.573,22.6943,43.2275,63.7005,84.1139,104.468
680-1,1,2,3,4,5,1.31513,2.04957,2.6226,3.10902,3.53918,193.11,276.044,340.752,395.678,444.252,9.0337,12.9134,15.9404,18.5098,20.7821,54.9059,78.4861,96.8841,112.501,126.312
681-1,1,2,3,4,5,9.01669,14.6644,19.1529,22.9936,26.4055,340.135,535.276,690.363,823.067,940.957,22.2129,34.9568,45.0849,53.7514,61.4503,114.535,180.246,232.469,277.155,316.853
682-1,1,2,3,4,5,45.8754,91.5456,137.013,182.281,227.352,1804.01,3565.43,5319.04,7064.94,8803.24,126.226,249.473,372.172,494.333,615.961,590.668,1167.39,1741.55,2313.2,2882.35
683-1,1,2,3,4,5,22.7108,43.8446,63.6905,82.4585,100.307,673.68,1208.81,1711.32,2186.55,2638.5,24.526,44.0079,62.3024,79.6034,96.0571,225.43,404.498,572.652,731.674,882.907
684-1,1,2,3,4,5,20.5768,40.351,59.4098,77.8256,95.6595,252.519,479.574,698.414,909.872,1114.65,14.6813,27.8821,40.6053,52.8993,64.8048,89.8003,170.545,248.369,323.567,396.389
685-1,1,2,3,4,5,23.7488,47.4518,71.1092,94.7213,118.288,424.841,829.324,1233.03,1635.96,2038.12,14.6823,28.661,42.6128,56.5379,70.4365,134.983,263.497,391.764,519.786,647.563
686-1,1,2,3,4,5,8.65092,17.3016,25.9521,34.6024,43.2525,281.39,513.328,745.261,977.188,1209.11,10.5843,19.3085,28.0325,36.7563,45.4798,132.303,241.356,350.406,459.453,568.498
687-1,1,2,3,4,5,45.9422,88.9517,129.528,168.041,204.778,2262.27,4223.98,6074.68,7831.32,9506.94,132.109,246.667,354.742,457.324,555.174,995.627,1858.98,2673.47,3446.57,4184.01
688-1,1,2,3,4,5,4.66102,7.77354,10.2831,12.4447,14.3723,266.684,417.118,538.41,642.885,736.052,2.97021,4.64569,5.99659,7.16019,8.19785,56.0097,87.6044,113.078,135.021,154.588
689-1,1,2,3,4,5,30.1761,60.3518,90.5269,120.702,150.876,248.52,472.71,696.896,921.079,1145.26,7.49084,14.2483,21.0057,27.763,34.5202,100.025,190.257,280.488,370.717,460.945
690-1,1,2,3,4,5,39.8321,79.4549,118.872,158.086,197.1,3770.19,7475.72,11162,14829.3,18477.9,278.927,553.071,825.79,1097.11,1367.04,1631.05,3234.14,4828.89,6415.43,7993.9
691-1,1,2,3,4,5,11.424,22.8479,34.2716,45.6951,57.1184,192.334,359.642,526.948,694.251,861.552,8.68028,16.2311,23.7819,31.3325,38.883,74.7888,139.846,204.903,269.959,335.014
692-1,1,2,3,4,5,30.6668,60.4665,89.4686,117.734,145.316,420.638,814.655,1198.13,1571.86,1936.55,4.81981,9.33458,13.7285,18.0108,22.1896,102.312,198.148,291.42,382.322,471.026
693-1,1,2,3,4,5,15.4413,30.8822,46.3226,61.7627,77.2024,367.287,712.166,1057.03,1401.89,1746.75,14.0757,27.2926,40.5091,53.7253,66.9412,125.362,243.074,360.784,478.491,596.194
694-1,1,2,3,4,5,111.764,223.518,335.262,446.998,558.724,460.548,909.911,1359.24,1808.52,2257.77,43.2511,85.4518,127.649,169.842,212.032,187.422,370.292,553.147,735.986,918.809
695-1,1,2,3,4,5,20.2256,40.4506,60.6752,80.8994,101.123,234.027,451.585,669.139,886.687,1104.23,12.7651,24.6319,36.4985,48.3647,60.2307,87.6031,169.042,250.478,331.913,413.346
696-1,1,2,3,4,5,44.0079,88.014,132.018,176.021,220.022,282.143,554.658,827.161,1099.65,1372.13,12.4155,24.4074,36.3987,48.3896,60.3799,114.999,226.074,337.144,448.209,559.27
697-1,1,2,3,4,5,45.4897,90.2753,134.388,177.858,220.712,311.614,607.663,899.266,1186.62,1469.9,18.0938,35.2837,52.2155,68.9005,85.3492,112.009,218.423,323.239,426.527,528.352
698-1,1,2,3,4,5,48.5672,97.1334,145.699,194.263,242.827,399.626,768.936,1138.24,1507.54,1876.82,8.25054,15.8752,23.4997,31.124,38.7482,177.909,342.322,506.732,671.139,835.543
699-1,1,2,3,4,5,13.5111,27.0204,40.5278,54.0332,67.5368,573.608,1132.9,1692.12,2251.26,2810.32,37.4488,73.9632,110.472,146.977,183.476,185.417,366.208,546.973,727.713,908.428
700-1,1,2,3,4,5,64.0231,127.21,189.594,251.203,312.067,756.896,1491.2,2216.16,2932.12,3639.42,18.9601,37.3542,55.5142,73.449,91.1667,347.744,685.108,1018.18,1347.12,1672.08
701-1,1,2,3,4,5,66.1261,132.112,197.958,263.666,329.237,3311.88,6574.18,9829.59,13078.2,16319.9,42.3258,84.0179,125.622,167.138,208.568,1970.59,3911.68,5848.67,7781.59,9710.46
702-1,1,2,3,4,5,9.97844,19.2264,27.8841,36.0519,43.8046,672.449,1171.96,1639.58,2080.75,2499.5,24.4165,42.5536,59.533,75.5517,90.7564,325.552,567.379,793.77,1007.35,1210.08
703-1,1,2,3,4,5,3.77075,6.01212,7.77662,9.28017,10.6127,132.473,193.112,240.849,281.527,317.577,13.3883,19.5167,24.3413,28.4523,32.0957,43.6882,63.686,79.4293,92.8442,104.733
704-1,1,2,3,4,5,55.3002,110.599,165.896,221.192,276.486,239.889,471.422,702.948,934.468,1165.98,13.8039,27.1269,40.4496,53.7719,67.0939,91.7776,180.358,268.936,357.512,446.085
705-1,1,2,3,4,5,24.6559,49.3084,73.9573,98.6027,123.245,372.674,727.82,1082.91,1437.96,1792.95,20.4997,40.0352,59.5679,79.0979,98.625,158.215,308.988,459.74,610.47,761.179
706-1,1,2,3,4,5,24.2381,48.4678,72.6894,96.9027,121.108,994.713,1940.2,2885.37,3830.21,4774.73,21.6221,42.1741,62.7192,83.2572,103.788,481.837,939.829,1397.67,1855.35,2312.87
707-1,1,2,3,4,5,59.173,118.324,177.453,236.56,295.645,374.885,736.162,1097.3,1458.31,1819.19,18.6617,36.646,54.6236,72.5945,90.5588,161.226,316.6,471.916,627.175,782.375
708-1,1,2,3,4,5,18.0237,35.2745,51.8442,67.8075,83.2264,474.269,903.663,1316.1,1713.45,2097.24,12.8423,24.4694,35.6374,46.3968,56.7892,112.146,213.681,311.207,405.164,495.917
709-1,1,2,3,4,5,114.797,212.991,300.204,379.46,452.607,526.009,970.006,1364.35,1722.72,2053.46,24.9077,45.932,64.6053,81.5748,97.2361,250.806,462.508,650.536,821.409,979.109
710-1,1,2,3,4,5,34.8231,69.6452,104.466,139.286,174.105,362.274,714.294,1066.3,1418.3,1770.28,14.6373,28.8604,43.0829,57.305,71.5267,128.077,252.528,376.976,501.419,625.859
711-1,1,2,3,4,5,4.76103,9.3122,13.679,17.8823,21.9391,332.951,608.453,872.796,1127.24,1372.81,24.8009,45.3225,65.0129,83.9657,102.258,130.825,239.077,342.944,442.92,539.412
712-1,1,2,3,4,5,18.0407,35.9288,53.6681,71.2622,88.7146,424.125,828.467,1229.44,1627.14,2021.64,14.802,28.9136,42.9078,56.7875,70.5554,185.63,362.601,538.1,712.162,884.824
713-1,1,2,3,4,5,5.7639,11.5278,17.2916,23.0553,28.8191,5.53995,9.8524,14.1648,18.4772,22.7895,4.93978,8.78503,12.6303,16.4754,20.3206,8.11163,14.4259,20.7402,27.0544,33.3685
714-1,1,2,3,4,5,47.0568,94.1129,141.168,188.223,235.277,285.571,554.269,822.962,1091.65,1360.34,8.30953,16.1281,23.9465,31.7648,39.583,96.1135,186.548,276.981,367.413,457.844
715-1,1,2,3,4,5,6.93605,13.3198,19.2654,24.8522,30.1383,188.476,345.068,490.911,627.955,757.623,11.2258,20.5526,29.2392,37.4016,45.1248,60.8559,111.417,158.508,202.757,244.625
716-1,1,2,3,4,5,15.0037,29.9624,44.8765,59.7464,74.5723,510.368,1000.4,1488.98,1976.1,2461.79,30.4532,59.6931,88.8458,117.912,146.892,171.345,335.864,499.892,663.433,826.493
717-1,1,2,3,4,5,4.07924,6.49183,8.3896,10.0061,11.4385,264.981,407.58,519.75,615.297,699.958,17.2547,26.5402,33.8443,40.0659,45.5788,80.5217,123.854,157.94,186.974,212.701
718-1,1,2,3,4,5,16.6328,33.2643,49.8944,66.5232,83.1506,398.042,779.203,1160.33,1541.43,1922.5,16.1005,31.5182,46.9347,62.3499,77.7639,111.809,218.876,325.935,432.985,540.026
719-1,1,2,3,4,5,30.9029,61.6677,92.2962,122.79,153.152,295.215,552.956,809.556,1065.03,1319.39,8.95769,16.7783,24.5643,32.3161,40.0341,95.8082,179.454,262.73,345.641,428.191
720-1,1,2,3,4,5,68.0578,136.115,204.172,272.229,340.285,251.158,480.268,709.376,938.483,1167.59,3.06758,5.86586,8.66414,11.4624,14.2606,47.6753,91.1654,134.655,178.145,221.634
721-1,1,2,3,4,5,9.67786,19.3551,29.0318,38.7079,48.3834,203.286,401.032,598.765,796.487,994.197,9.73478,19.2043,28.6732,38.1416,47.6093,59.2679,116.921,174.57,232.216,289.858
722-1,1,2,3,4,5,88.8316,177.663,266.494,355.325,444.155,272.15,531.354,790.556,1049.76,1308.96,1.51617,2.9602,4.40424,5.84827,7.29229,115.228,224.975,334.721,444.467,554.213
723-1,1,2,3,4,5,41.6663,83.3322,124.998,166.663,208.328,222.025,435.547,649.068,862.588,1076.11,3.55242,6.96881,10.3852,13.8015,17.2178,84.666,166.09,247.513,328.936,410.358
724-1,1,2,3,4,5,47.2662,94.378,141.337,188.144,234.802,464.431,918.547,1371.19,1822.37,2272.11,30.3498,60.0255,89.6049,119.089,148.478,506.759,1002.26,1496.16,1988.46,2479.19
725-1,1,2,3,4,5,5.84817,11.5891,17.2285,22.7716,28.2232,352.375,624.813,892.434,1155.48,1414.19,9.10772,16.1493,23.0664,29.8654,36.552,91.0773,161.494,230.664,298.654,365.52
726-1,1,2,3,4,5,8.28265,16.5576,24.8247,33.0842,41.3361,326.339,623.267,919.919,1216.29,1512.39,17.7083,33.8208,49.9182,66.0007,82.0682,113.839,217.419,320.902,424.288,527.579
727-1,1,2,3,4,5,35.8375,68.9657,99.9194,129.078,156.721,334.22,621.735,890.379,1143.44,1383.35,6.72395,12.5083,17.9129,23.0041,27.8307,131.183,244.034,349.478,448.806,542.973
728-1,1,2,3,4,5,101.958,202.512,301.717,399.628,496.294,834.006,1630.12,2415.56,3190.75,3956.08,51.4818,100.624,149.109,196.96,244.202,220.119,430.237,637.539,842.135,1044.13
729-1,1,2,3,4,5,42.0452,83.5708,124.596,165.137,205.213,551.437,1073.31,1588.88,2098.39,2602.03,7.94068,15.4556,22.8798,30.2167,37.4691,123.228,239.848,355.062,468.92,581.467
730-1,1,2,3,4,5,13.8374,27.1277,39.931,52.2973,64.2684,322.352,606.485,880.208,1144.59,1400.52,14.0989,26.5261,38.4981,50.0613,61.2551,102.11,192.114,278.82,362.566,443.636
731-1,1,2,3,4,5,7.23274,14.4653,21.6978,28.9301,36.1623,269.926,514.32,758.71,1003.09,1247.47,10.5041,20.0145,29.5248,39.035,48.5449,93.707,178.55,263.392,348.232,433.07
732-1,1,2,3,4,5,13.7705,26.5183,38.4423,49.684,60.3488,488.392,884.617,1255.23,1604.65,1936.13,7.77015,14.0739,19.9703,25.5294,30.8031,161.293,292.147,414.544,529.938,639.41
733-1,1,2,3,4,5,11.5212,22.8428,33.9748,44.9264,55.7062,289.286,557.438,821.101,1080.49,1335.81,12.2658,23.6356,34.815,45.8133,56.639,144.265,277.99,409.477,538.833,666.16
734-1,1,2,3,4,5,25.4189,49.8477,73.3939,96.1466,118.181,286.682,537.863,779.969,1013.92,1240.48,11.6009,21.7653,31.5624,41.0295,50.1976,112.47,211.013,305.995,397.777,486.661
735-1,1,2,3,4,5,68.6294,137.25,205.861,274.464,343.058,1379.52,2730.57,4081.44,5432.14,6782.66,62.9195,124.54,186.153,247.758,309.354,448.945,888.623,1328.24,1767.81,2207.31
736-1,1,2,3,4,5,12.1892,24.3779,36.5661,48.7538,60.941,344.066,671.56,999.042,1326.51,1653.96,21.3621,41.6953,62.0277,82.3592,102.69,162.262,316.708,471.148,625.582,780.01
737-1,1,2,3,4,5,10.341,20.6489,30.924,41.1666,51.377,435.872,840.018,1242.88,1644.46,2044.79,28.8353,55.5717,82.2231,108.79,135.274,193.488,372.893,551.727,729.995,907.704
738-1,1,2,3,4,5,24.8254,49.647,74.4647,99.2786,124.089,294.036,509.375,724.68,939.951,1155.19,17.011,29.469,41.9251,54.3793,66.8315,172.078,298.099,424.101,550.084,676.046
739-1,1,2,3,4,5,20.8381,41.5898,62.2562,82.8384,103.337,216.523,377.686,538.187,698.034,857.235,9.58449,16.7185,23.8231,30.8988,37.9459,65.3486,113.989,162.43,210.673,258.721
740-1,1,2,3,4,5,17.2961,34.1418,50.5706,66.6121,82.2923,658.989,1239.1,1804.86,2357.28,2897.26,41.0375,77.1633,112.395,146.796,180.422,223.514,420.277,612.17,799.538,982.687
741-1,1,2,3,4,5,37.5217,74.606,111.268,147.522,183.38,131.649,254.035,375.027,494.671,613.012,7.02623,13.558,20.0155,26.401,32.7169,44.376,85.6295,126.413,166.742,206.632
742-1,1,2,3,4,5,14.4166,28.1047,41.1645,53.6755,65.7014,465.938,818.415,1154.72,1476.88,1786.56,21.1893,37.2187,52.5124,67.1634,81.2465,204.454,359.12,506.689,648.056,783.942
743-1,1,2,3,4,5,13.2277,26.4547,39.6812,52.907,66.1323,286.829,551.979,817.116,1082.24,1347.35,18.0993,34.8307,51.5612,68.291,85.02,155.838,299.897,443.95,587.996,732.035
744-1,1,2,3,4,5,30.2554,60.5108,90.7661,121.021,151.276,106.657,198.374,290.091,381.807,473.524,0.75643,1.4069,2.05737,2.70785,3.35831,27.988,52.0556,76.1232,100.191,124.258
745-1,1,2,3,4,5,13.3798,26.1992,38.5233,50.4053,61.8898,251.09,479.821,699.712,911.718,1116.63,10.7227,20.4905,29.8809,38.9345,47.6851,105.44,201.49,293.829,382.856,468.903
746-1,1,2,3,4,5,13.9671,27.9297,41.8878,55.8414,69.7904,337.935,639.973,941.912,1243.75,1545.5,7.89234,14.9463,21.998,29.0473,36.0944,120.538,228.272,335.971,443.634,551.263
747-1,1,2,3,4,5,3.23961,6.47839,9.71634,12.9535,16.1898,333.046,623.248,913.376,1203.43,1493.41,18.3664,34.37,50.3696,66.3651,82.3566,153.053,286.418,419.748,553.045,686.307
748-1,1,2,3,4,5,30.7702,52.8702,71.0634,86.8935,101.095,1427.65,2221.98,2875.89,3444.86,3955.31,51.3634,79.9412,103.467,123.937,142.302,455.41,708.795,917.386,1098.88,1261.71
749-1,1,2,3,4,5,35.015,68.3181,100.138,130.658,160.024,337.252,628.23,906.252,1172.91,1429.49,13.2429,24.6688,35.5859,46.0567,56.1319,218.655,407.309,587.563,760.447,926.799
750-1,1,2,3,4,5,4.86445,9.7282,14.5912,19.4536,24.3153,353.305,653.709,954.069,1254.39,1554.66,17.5665,32.5027,47.4368,62.3687,77.2985,217.311,402.084,586.83,771.549,956.242
751-1,1,2,3,4,5,22.5131,39.4386,53.5949,66.014,77.2119,756.861,1158.26,1493.99,1788.52,2054.09,30.077,46.0283,59.3699,71.0743,81.6277,410.752,628.593,810.795,970.638,1114.76
752-1,1,2,3,4,5,10.4185,20.8369,31.255,41.6728,52.0905,234.215,417.358,600.498,783.633,966.765,6.36453,11.3412,16.3179,21.2944,26.2707,89.1033,158.777,228.45,298.121,367.79
753-1,1,2,3,4,5,10.7069,21.4134,32.1197,42.8255,53.5311,106.536,198.777,291.016,383.251,475.484,7.12736,13.2984,19.4693,25.64,31.8104,31.1353,58.093,85.0499,112.006,138.961
754-1,1,2,3,4,5,40.8089,81.4521,121.932,162.249,202.407,240.031,464.894,688.852,911.914,1134.09,19.2632,37.3093,55.2826,73.1841,91.0147,107.848,208.882,309.508,409.732,509.56
755-1,1,2,3,4,5,51.075,102.148,153.218,204.285,255.35,1386.55,2732.26,4077.91,5423.49,6769,25.5363,50.3204,75.1033,99.8849,124.665,405.132,798.331,1191.51,1584.67,1977.81
756-1,1,2,3,4,5,4.51493,9.01266,13.4934,17.9573,22.4047,231.015,434.292,636.801,838.551,1039.55,6.83828,12.8555,18.85,24.822,30.7718,71.9505,135.262,198.335,261.17,323.772
757-1,1,2,3,4,5,73.6092,147.217,220.824,294.43,368.035,364.784,720.639,1076.49,1432.33,1788.17,7.72057,15.2522,22.7837,30.315,37.8463,136.623,269.903,403.18,536.456,669.729
758-1,1,2,3,4,5,7.09797,11.1555,14.331,17.0301,19.4187,367.38,549.862,692.679,814.066,921.492,29.917,44.7771,56.4072,66.2921,75.0402,168.133,251.647,317.007,372.561,421.725
759-1,1,2,3,4,5,2.39304,4.5773,6.59945,8.49098,10.2743,174.628,285.843,388.804,485.113,575.915,6.88927,11.2768,15.3387,19.1382,22.7205,68.8929,112.768,153.387,191.383,227.205
760-1,1,2,3,4,5,4.45975,6.66596,8.36794,9.80589,11.0742,469.68,682.814,847.237,986.152,1108.68,30.8677,44.875,55.681,64.8106,72.8634,150.48,218.766,271.445,315.951,355.209
761-1,1,2,3,4,5,30.093,59.8648,89.3257,118.485,147.352,258.114,484.852,709.22,931.293,1151.14,8.88071,16.6819,24.4015,32.0422,39.6062,113.444,213.098,311.71,409.313,505.938
762-1,1,2,3,4,5,5.59096,11.1793,16.765,22.348,27.9284,233.846,424.463,614.99,805.427,995.774,7.42364,13.4749,19.5234,25.569,31.6117,59.9011,108.729,157.534,206.315,255.074
763-1,1,2,3,4,5,65.6505,111.346,148.604,180.87,209.734,2072.46,3490.57,4646.84,5648.17,6543.94,58.0767,97.8165,130.219,158.279,183.381,702.602,1183.37,1575.36,1914.83,2218.51
764-1,1,2,3,4,5,39.9401,79.8649,119.775,159.669,199.548,5311.44,10521.4,15729.4,20935.4,26139.4,194.727,385.733,576.667,767.528,958.316,1640.01,3248.69,4856.76,6464.21,8071.05
765-1,1,2,3,4,5,9.17556,18.351,27.5264,36.7017,45.877,114.849,209.901,304.953,400.004,495.054,5.56857,10.1773,14.786,19.3946,24.0032,16.4042,29.9808,43.5574,57.1338,70.71
766-1,1,2,3,4,5,52.4252,104.583,156.478,208.114,259.494,3524.32,6993,10444.2,13878.1,17295.1,213.046,422.728,631.352,838.935,1045.49,877.018,1740.19,2599.01,3453.54,4303.84
767-1,1,2,3,4,5,11.5698,21.4375,30.1874,38.1305,45.4557,605.201,1074.4,1490.44,1868.12,2216.42,23.3529,41.4577,57.5115,72.0851,85.5251,178.929,317.647,440.65,552.312,655.288
768-1,1,2,3,4,5,7.71281,11.8249,15.0166,17.7199,20.1077,276.846,413.418,519.422,609.207,688.513,11.4323,17.0719,21.4494,25.157,28.4319,81.5707,121.811,153.044,179.498,202.865
769-1,1,2,3,4,5,25.1473,50.2936,75.4387,100.583,125.725,826.339,1588.24,2350.11,3111.95,3873.75,6.25749,12.027,17.7963,23.5654,29.3341,403.262,775.078,1146.88,1518.66,1890.43
770-1,1,2,3,4,5,37.0205,73.5155,109.507,145.014,180.058,327.18,641.441,951.365,1257.13,1558.89,12.4691,24.4459,36.2574,47.9102,59.4106,149.087,292.288,433.512,572.839,710.344
771-1,1,2,3,4,5,6.93477,13.8694,20.8039,27.7383,34.6726,154.886,298.263,441.636,585.008,728.376,9.49166,18.2779,27.0641,35.8501,44.6359,48.3211,93.0513,137.781,182.509,227.237
772-1,1,2,3,4,5,51.2897,102.576,153.86,205.141,256.419,41.9074,82.365,122.82,163.273,203.724,29.8517,58.6707,87.488,116.304,145.118,50.7722,99.7878,148.801,197.811,246.818
773-1,1,2,3,4,5,47.2757,94.5475,141.815,189.08,236.34,364.097,713.008,1061.89,1410.74,1759.57,40.0068,78.345,116.68,155.012,193.341,137.638,269.536,401.423,533.299,665.164
774-1,1,2,3,4,5,18.0825,36.1642,54.2449,72.3248,90.4038,316.46,621.826,927.176,1232.51,1537.83,18.2803,35.9198,53.5584,71.1961,88.833,155.833,306.202,456.564,606.919,757.267
775-1,1,2,3,4,5,14.4225,28.6577,42.7129,56.5945,70.309,327.066,620.234,909.692,1195.58,1478.02,29.3772,55.7096,81.7088,107.387,132.756,83.8229,158.958,233.142,306.411,378.797
776-1,1,2,3,4,5,17.1269,34.2461,51.3577,68.4616,85.5578,316.457,611.915,907.24,1202.43,1497.5,20.1564,38.9754,57.7859,76.588,95.3817,122.091,236.08,350.018,463.905,577.741
777-1,1,2,3,4,5,18.792,37.5732,56.3436,75.1032,93.8521,2349.65,4560.28,6769.64,8977.74,11184.6,113.795,220.857,327.857,434.796,541.674,1082.56,2101.07,3119,4136.34,5153.09
778-1,1,2,3,4,5,10.6212,21.2318,31.8316,42.4209,52.9995,642.694,1218.83,1794.38,2369.36,2943.76,34.2263,64.908,95.5588,126.179,156.768,236.818,449.111,661.19,873.057,1084.71
779-1,1,2,3,4,5,36.2291,72.4537,108.674,144.889,181.1,1089.81,2148.04,3206.14,4264.11,5321.94,64.5583,127.246,189.926,252.598,315.262,438.075,863.457,1288.79,1714.06,2139.28
780-1,1,2,3,4,5,20.779,41.5566,62.3328,83.1076,103.881,592.286,1167.61,1742.9,2318.15,2893.36,23.9224,47.1598,70.3956,93.6298,116.862,329.14,648.854,968.547,1288.22,1607.87
781-1,1,2,3,4,5,16.7662,33.3916,49.8795,66.2334,82.4565,218.074,410.471,601.279,790.535,978.277,5.80976,10.9355,16.0188,21.0609,26.0626,74.4892,140.208,205.384,270.03,334.158
782-1,1,2,3,4,5,30.3376,60.5484,90.6339,120.596,150.435,179.956,340.087,499.553,658.364,816.528,9.00544,17.0188,24.9988,32.9461,40.861,54.7959,103.555,152.112,200.469,248.629
783-1,1,2,3,4,5,6.21287,9.21711,11.5316,13.4859,15.2093,290.144,405.756,494.824,570.033,636.352,33.45,46.7786,57.0471,65.7178,73.3635,92.3517,129.151,157.501,181.439,202.548
784-1,1,2,3,4,5,8.10573,16.0869,23.9491,31.6974,39.3368,553.057,976.415,1393.46,1804.47,2209.7,33.597,59.315,84.6496,109.617,134.234,239.701,423.189,603.942,782.077,957.707
785-1,1,2,3,4,5,27.7995,55.5754,83.3277,111.057,138.762,403.885,779.356,1154.51,1529.34,1903.86,9.81099,18.9317,28.0448,37.15,46.2476,97.5652,188.266,278.89,369.438,459.908
786-1,1,2,3,4,5,20.8631,40.4172,58.8815,76.4203,93.1601,652.636,1203.69,1724.04,2218.3,2690.05,20.1976,37.2516,53.3551,68.6514,83.2509,401.427,740.374,1060.43,1364.44,1654.61
787-1,1,2,3,4,5,52.2634,104.52,156.77,209.013,261.249,552.065,1073.11,1594.08,2114.98,2635.82,18.6104,36.1751,53.7374,71.2974,88.8552,304.546,591.979,879.374,1166.73,1454.05
788-1,1,2,3,4,5,149.062,298.108,447.139,596.153,745.151,1553.06,3092.49,4631.74,6170.84,7709.76,51.2079,101.966,152.719,203.466,254.208,684.026,1362.04,2039.99,2717.86,3395.66
789-1,1,2,3,4,5,2.75423,5.40967,7.97623,10.4623,12.875,345.502,603.918,853.684,1095.62,1330.41,41.764,73.0011,103.193,132.437,160.819,95.6087,167.118,236.235,303.183,368.156
790-1,1,2,3,4,5,6.69124,13.3821,20.0727,26.7628,33.4527,330.077,623.746,917.399,1211.04,1504.66,14.5867,27.5645,40.5416,53.518,66.4938,65.0154,122.859,180.7,238.538,296.373
791-1,1,2,3,4,5,70.2768,140.547,210.812,281.07,351.322,207.194,406.676,606.14,805.587,1005.02,11.7891,23.1394,34.4887,45.837,57.1842,101.386,198.998,296.602,394.197,491.783
792-1,1,2,3,4,5,12.1485,24.2965,36.4439,48.5908,60.7371,277.124,532.882,788.627,1044.36,1300.08,25.3281,48.7034,72.0776,95.4506,118.823,64.4755,123.98,183.481,242.98,302.476
